 elem_id        Young      Poisson
     383       133276     0.229958
     384       128337      0.23539
     385       130168     0.241583
     386       133036     0.250491
     387       141685     0.259692
     388       149099     0.269276
     389       158239     0.277906
     390       162784     0.284754
     391       163637     0.286651
     392       163293     0.285462
     393       158534     0.282046
     394       154332     0.279274
     395       152972      0.27939
     396       160035     0.286444
     397       175051     0.300543
     398       198331     0.320677
     399       227305     0.344318
     400       253858     0.364325
