 elem_id        Young      Poisson
     294       238764     0.307685
     295       245558      0.31125
     296       246276     0.308792
     297       240748     0.299419
     298       233626     0.284422
     299       225471     0.265566
     300       219800      0.24986
     301       203210     0.300443
     302       197129     0.301479
     303       192524     0.300154
     304       189912     0.292742
     305       189447     0.283881
     306       188849     0.275639
     307       188996     0.269334
     308       189104      0.26746
     309       190091     0.270254
     310       194779     0.275643
     311       203390     0.283139
     312       214722     0.292349
     313       228248     0.301611
     314       241193     0.309746
     315       249965     0.314705
     316       252641     0.313838
     317       251925       0.3071
     318       247847     0.292791
     319       243466     0.276289
     320       241354     0.262265
     321       210895     0.302039
     322       205226     0.305842
     323       201388     0.305925
     324       200749      0.30079
     325       198855     0.292553
     326       197320     0.283617
     327       194305     0.277567
     328       192359     0.274594
     329       192431     0.275373
     330       194500     0.280512
     331       202773     0.286232
     332       213831     0.294718
     333       229132      0.30335
     334       242571     0.312192
     335       252988     0.318141
     336       261146     0.319286
     337       263637     0.313679
     338       264659     0.302613
     339       264072     0.288617
     340       264328     0.274466
     341       218169     0.307524
     342       214282     0.313512
     343       212194     0.313537
     344       210587     0.309486
     345       207963     0.300931
     346       205377     0.292233
     347       201630     0.284899
     348       196565     0.281634
     349       193902     0.281313
     350       195260     0.284614
     351       202212     0.290333
     352       213730     0.298091
     353       228089     0.305886
     354       242662     0.314871
     355       256409     0.321125
     356       266177     0.323295
     357       273916     0.320109
     358       278540     0.311285
     359       280687     0.299224
     360       283409     0.288621
     361       224604     0.315225
     362       221834     0.321323
     363       220380     0.323217
     364       219294     0.318273
     365       217350     0.310276
     366       212786     0.299621
     367       206398     0.292686
     368       200442     0.288686
     369       196280      0.28759
     370       198290     0.290209
     371       203132      0.29529
     372       212230     0.301037
     373       227202     0.308388
     374       241625     0.317188
     375       257425     0.323678
     376       269462     0.327348
     377       279968     0.325019
     378       285387     0.319034
     379       291092      0.30932
     380       295504     0.301043
     381       225869     0.322529
     382       225708     0.329422
     383       224749     0.331622
     384       223294     0.325725
     385       221848     0.317819
     386       217116       0.3076
     387       210329     0.299269
     388       204143     0.294118
     389       200007     0.293952
     390       198205     0.295105
     391       202358      0.29868
     392       213256      0.30441
     393       225420     0.311223
     394       241934     0.318111
     395       256152     0.325342
     396       270519      0.32912
     397       279671     0.328983
     398       287092       0.3255
     399       293561     0.319163
     400       298250     0.312861
