 elem_id        Young      Poisson
     384       198397     0.323765
     385       200678     0.329171
     386       206834     0.329904
     387       213814      0.32824
     388       221454     0.321938
     389       228782     0.314538
     390       234890     0.304327
     391       239968     0.294626
     392       243150       0.2838
     393       242560     0.271385
     394       235145     0.257474
     395       221430     0.240776
     396       205432     0.225025
     397       191132     0.213607
     398       178750     0.210029
     399       176732      0.21427
     400       182735     0.226686
